Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Shale,22.95581501263176,828.0007784591264,Dome,,,,0
Limestone,,273.7389835444917,Anticline,,3.9775522997271953,,0
Sandstone,25.80759859199113,116.20371420463896,Anticline,0.3729853880830148,0.067597601,799.0,0
Sandstone,5.65155028,,Fault,0.7210502516015632,1.714320289729312,3670.0,1
Limestone,,,Dome,,,3620.0,0
Sandstone,3.304268487568993,569.4979312438476,None,0.2833371392753103,0.9194801126250696,3491.0,0
Limestone,23.738528774900505,92.2625115010702,Fault,,0.5507681978981344,2837.0,0
Limestone,3.790694439435318,175.53388345673685,None,,4.426084646661868,1254.0,0
Sandstone,8.513938291246475,,None,,,,1
Sandstone,15.603462435071837,706.9770120094184,Dome,0.2108169179536846,3.958404384285661,4367.0,0
Sandstone,25.54782957912657,,None,,0.3070872082191006,,0
Sandstone,22.452190332151137,296.9735661185149,None,0.5064113070221608,,,0
Shale,0.4299271760100376,,Fault,,3.2067048074499827,3069.0,0
Sandstone,,956.840027684122,None,,,2331.0,0
Sandstone,28.618102575792264,437.6871494662724,Dome,,3.293243485749013,2585.0,1
Shale,8.683226849046248,,Dome,0.9062964019071608,,2773.0,0
Sandstone,,,Fault,0.3153253553801459,0.9735184114309614,693.0,0
Shale,15.395100489916931,,Fault,0.3955388763611394,,2859.0,0
Limestone,10.914289234228004,792.2525464579122,Anticline,0.4355362434191665,0.060485437,,0
Shale,26.85229677485535,39.57798900663864,Dome,0.4643326526180342,0.5349090381602806,3881.0,0
Sandstone,15.802778630766458,,Fault,,2.292062615277292,2163.0,0
Shale,13.097451652254732,126.25584744780402,Dome,0.8310462473761965,4.726615760501448,,0
Limestone,12.521748720183009,822.9272647503581,None,,,,0
Limestone,1.032096253603747,200.44899331406705,Fault,,4.043754849220164,2301.0,0
Shale,9.934394674924494,306.0205731342331,Dome,,1.9520006589287289,3391.0,0
Limestone,4.320096717594664,,Dome,0.9242439343437908,,1409.0,1
Shale,,,Dome,,,2734.0,0
Sandstone,,,Anticline,0.9269103978785692,,,1
Shale,29.322688431412438,553.7803387503477,None,,,,0
Sandstone,,956.2897099137977,None,0.3429296093981834,,,0
Sandstone,9.472302074521114,,Dome,,4.141990597492408,2552.0,0
Shale,5.706837924604127,897.9854943867174,Anticline,,0.6555861793344064,,0
Shale,,,Dome,0.9408571368674034,3.332393455465464,,0
Limestone,,,None,0.2713906837663202,1.4721155014854053,4333.0,0
Limestone,25.88767180532967,45.66222448744309,Anticline,,,,1
Shale,24.469966224439013,,Anticline,,3.459624512061011,,0
Limestone,8.869636248374558,784.6237085015855,Dome,0.1212268693402295,2.047479249,2476.0,0
Limestone,9.573704694613877,259.39121229714124,Fault,0.066665551,4.151481556346238,,0
Shale,,,Dome,0.996271567803204,4.964540960260568,3106.0,0
Shale,,154.90759120778733,Fault,,3.5919524480180725,,0
Sandstone,20.650152346396943,,None,,2.9021493180937923,2763.0,1
Sandstone,10.11908509402459,,Dome,0.9006272945948973,1.5791062814177952,,1
Sandstone,16.32089895883727,448.0614567206536,Fault,,,,0
Sandstone,,887.2194060061518,Dome,0.4228233628899209,0.5750605471626857,,0
Shale,,596.789033,Anticline,0.2033059710029396,0.2594040328524033,2211.0,1
Shale,15.031207109538103,930.5471143717044,Dome,0.8894114309537064,3.4501455671091144,4037.0,0
Limestone,,340.48719764877546,Fault,0.3321070115377964,3.646607037419468,,0
Sandstone,23.445169432265462,,Dome,0.1020298946414903,,2958.0,0
Shale,25.076652243787272,,Dome,0.3534145645002842,3.002553612120741,4420.0,0
Limestone,15.49882775562826,285.57127482979894,Anticline,0.7345201578474331,3.8388578509673614,,1
Limestone,24.874519208524195,7.778767423850764,Fault,0.4932921760875567,,,0
Shale,,,Dome,0.4736018014946844,,,0
Sandstone,0.6734774529397403,95.97005813380343,Anticline,,1.419323836574264,1965.0,0
Sandstone,16.23611297313895,70.06420248167188,Fault,,,1696.0,1
Sandstone,0.9696979597827092,924.9575608244246,Fault,,3.703474726680034,3576.0,1
Shale,23.532169968252003,684.5444821771375,Fault,0.1384050028670275,3.809813003978432,655.0,0
Limestone,21.876328455025597,344.0100330296359,None,0.7439939006792845,3.284828484946578,,0
Limestone,18.61670541070376,382.9438384,Anticline,0.310026016,,4551.0,0
Sandstone,17.394160355003883,,None,0.3999086299604406,0.4740782316532121,,0
Sandstone,28.402681055211097,,Fault,0.332900846,4.250752488553203,2350.0,0
Limestone,22.209091796972523,567.3323357967859,Anticline,,,2537.0,0
Shale,4.064835567865344,232.61331139341632,Anticline,0.4296014141676469,,,0
Shale,,,Anticline,0.1353010722340201,2.5104516840801745,,1
Shale,16.558090831813995,768.6794525591581,None,0.2486141190217397,,,0
Shale,1.078972686402384,,Anticline,0.8586454671624839,2.851774095756156,4409.0,0
Limestone,,440.6875688497801,Anticline,0.3309519189566503,2.493585681040025,,0
Shale,,,Fault,0.039467563,1.7603738647282348,1279.0,0
Sandstone,11.206208889428863,289.7173284,None,0.50699297,3.712557665697432,2883.0,0
Sandstone,9.290066112038776,931.1279718563128,None,0.6934508410975411,4.963505811452561,2365.0,1
Shale,15.846798231814708,424.5133186376879,Fault,,4.792967568576476,905.0,0
Sandstone,13.789524589787174,,None,,4.308848550851969,,0
Sandstone,,265.9622678832426,Dome,0.5726341090497714,4.304319810844343,1148.0,1
Limestone,16.76859720811131,,Fault,0.9622686816769364,,,0
Shale,24.99574979356362,980.8625248556746,None,0.2678743160746692,,1835.0,0
Shale,,,Anticline,0.7704321954012339,1.681129864960496,4676.0,1
Limestone,,846.1574199739995,None,0.1534970018257051,2.300636083333971,3402.0,0
Sandstone,,,Dome,0.6530559079950671,1.9835955827539251,991.0,1
Shale,29.423814162437544,275.41280649342934,None,0.698509882,,,0
Limestone,27.21746833069217,916.8897714967017,None,0.2060702524206228,,3751.0,0
Sandstone,27.950939210435063,158.5459176382324,Anticline,,,4617.0,1
Limestone,16.47805480045328,72.32979988582005,Fault,,,3284.0,0
Shale,,809.9885310443909,Anticline,0.7992387569371213,3.320904109011804,1059.0,0
Limestone,,,None,0.0410046886947824,,,0
Shale,11.06108772011884,720.2692418016916,Dome,0.3317464916810625,3.445908795,,0
Limestone,12.034439084753926,847.7214790543925,None,,1.684145016576144,,0
Shale,14.382473958813058,,Anticline,,1.7194021306032576,,0
Limestone,26.936943143227563,647.8602496438361,Dome,0.9034554360782217,3.141786149142841,,1
Shale,,,Dome,,,,0
Shale,8.787756102093686,,Anticline,,3.668761247083041,561.0,1
Sandstone,25.48409704750987,765.7828057452165,None,0.089286252,0.5173568635338965,,0
Shale,20.179330305803703,162.86039394807526,Fault,0.2064088676918952,,4354.0,0
Limestone,,,Dome,,3.1895086452465966,1563.0,1
Sandstone,,216.2539633164621,Fault,0.3330746796251973,0.6543053316233027,3559.0,0
Sandstone,24.54923453025909,578.9038774,Fault,,,,1
Sandstone,26.238173835094976,,None,,4.022539388416134,,0
Sandstone,,311.5192709264672,None,,,600.0,0
Limestone,23.55569653268524,417.9697406,None,0.8089092960897761,1.7946252394105957,,1
Shale,6.487515845595867,,Fault,0.3670827470872466,1.3341088336952978,,0
Shale,,906.1913521941392,None,,3.541772195714848,2561.0,0
Sandstone,21.94813021558405,79.63020822542266,Dome,0.9534019462519872,2.144825398,4357.0,1
Sandstone,20.986027728465714,,Fault,,1.735872531681445,,0
Sandstone,21.16845914352879,164.8667007,Fault,,,4899.0,1
Limestone,,904.449985910064,None,,,3420.0,0
Shale,17.43963059,490.86767713002223,None,0.6656975480739203,3.3796758192598517,,0
Limestone,,,Fault,0.8036119429560182,4.085546976,4840.0,1
Shale,,,Fault,,0.5144312266102558,1712.0,0
Sandstone,2.935710081493501,654.9773938911782,Fault,0.5318080088386673,3.481091987625151,1710.0,0
Sandstone,1.4959372948253655,152.09209480881904,None,,0.1224305535934533,3506.0,0
Sandstone,10.560497475056348,,None,0.5806958197501985,4.445123899330181,1347.0,0
Sandstone,7.608468829156925,468.7493784918812,Fault,,,,1
Shale,26.232436625894355,323.9220717424122,Dome,0.1786214070296019,0.1452952095298121,3178.0,0
Limestone,6.662465646269695,,Dome,0.0157200103034498,,1613.0,0
Shale,,334.178841309204,Fault,,2.758455230542178,,0
Shale,,,Dome,,4.577968765088397,1870.0,1
Limestone,17.928395727973815,570.8874573725731,Fault,0.055606514,4.6772383399312565,1881.0,0
Shale,22.95480986450299,281.4290327221294,None,,3.317943894989165,4623.0,0
Sandstone,20.74248172539456,568.2091794754464,Fault,0.5468365102699866,,,0
Sandstone,25.095926722827105,429.89202062566864,Dome,0.060649991,1.1529971742509155,4615.0,0
Sandstone,6.3613454814892325,773.5029464441483,None,0.2692561825989814,,,0
Limestone,,125.38074911132657,None,0.674760834,2.857579605117881,2740.0,0
Limestone,7.314058131305386,689.0787484431924,None,,4.220700010325999,,0
Limestone,21.914774324468983,220.39942643385783,Fault,,3.2265326513622448,,0
Limestone,23.296724153556603,884.5335568697931,Fault,0.5320178191119393,4.427311983769185,3125.0,0
Shale,7.74693059,170.81982320461964,Fault,0.3473450429400172,1.6108775267010071,1911.0,0
Sandstone,,,None,,0.2697373841805611,,0
Limestone,,,Anticline,,3.401180981415556,2679.0,1
Limestone,10.25246526977782,80.05016019,Fault,0.9264922163672986,1.7844377332036006,,1
Shale,,141.8383577,Dome,0.099529784,3.395399402350747,,0
Sandstone,4.116814398506133,801.207235,None,0.4607004381371572,3.4076486556227747,,0
Sandstone,15.385886381309737,825.3897308060912,None,,2.439771242905422,2636.0,0
Sandstone,,916.9579540948954,Anticline,,,4018.0,0
Shale,,,Anticline,0.7359748710048278,0.621197369,,0
Shale,,101.4563974186764,Fault,,0.4462773360746147,,0
Shale,0.548252092,,Anticline,0.3722702581266772,,,0
Limestone,29.178798132976578,13.375933581852072,Anticline,,,,0
Sandstone,13.385113134380894,,Dome,0.3984034149271385,3.722535183238598,,0
Sandstone,20.00897110461545,,Fault,,,,0
Limestone,23.717026580734657,157.21723892077364,Dome,0.3569945274592565,2.2494470252847485,1541.0,0
Sandstone,14.45410327616824,141.69285546123325,Dome,0.3125587034702625,,857.0,0
Shale,,,Dome,0.8063913,3.526456962498972,3401.0,1
Limestone,8.210953730351129,471.4499055912178,Fault,0.2228068424002851,2.312618157052952,,0
Shale,4.543728672012435,18.134529015917487,Anticline,0.985095286,2.924674937723128,3779.0,1
Shale,18.11232865689769,20.61263911626568,None,,4.702424393,2136.0,1
Shale,27.70994512648958,680.2985701021107,None,,0.5779593019564433,945.0,0
Sandstone,5.073745879325341,,Anticline,,1.1814680309552272,4320.0,0
Limestone,4.435573135871513,922.7587525726052,Dome,,,2263.0,1
Limestone,9.123715484041083,780.4790715895575,Fault,,3.008512450728965,660.0,0
Sandstone,26.62824988481865,,Dome,0.5752629890508375,,3448.0,0
Sandstone,,276.81000240077304,Fault,0.7475283198621373,2.4620780706427348,2314.0,1
Shale,21.65401264649568,,Fault,0.047241592,,885.0,0
Sandstone,,,Dome,,1.5581139984177002,4005.0,1
Sandstone,7.9526750625610845,924.1578521566728,None,0.2661478042644087,1.6306291572583689,1691.0,0
Limestone,3.855470053323493,,Anticline,,,,1
Limestone,14.510724694403818,256.78844188975177,Dome,0.2651872397711778,2.2075816234387413,1736.0,0
Sandstone,6.180170356561197,405.2012770639162,Fault,0.8782066742268435,0.7558584914116273,994.0,1
Sandstone,,,None,,0.380246851,,0
Shale,21.572268615324354,978.5998164645146,Dome,0.5949302374008253,,1616.0,0
Shale,,38.14355420632357,Fault,,3.3664903050984134,3019.0,0
Shale,27.979231876619536,145.92032924578314,Anticline,,,4128.0,0
Limestone,13.652269065611533,,Anticline,,1.4477466154114904,,0
Sandstone,3.494335490200112,,Dome,,4.352391686553109,,0
Limestone,,431.3865733963386,Fault,0.9012035745643544,0.3694175020979628,,0
Shale,17.13486895867083,2.583059821873761,None,0.243653999613715,,4289.0,0
Sandstone,11.57818532810782,,None,0.06576777,0.098781646,1588.0,0
Limestone,21.719674927070745,954.2015137742565,Fault,,1.0606446359083228,3005.0,0
Shale,3.1579548744127584,733.8247945825711,Anticline,0.651493311,,1130.0,1
Limestone,,794.2665652568722,Anticline,0.4863202272490264,0.9671225552134628,,0
Shale,7.572051448264538,,Dome,0.4563854888871614,0.2218900378063715,,0
Limestone,,,None,0.5247292604295243,2.9096395249036067,,0
Shale,17.365205041067778,192.6442784864096,Fault,0.9735071835735696,,945.0,0
Limestone,,644.3824106748322,Fault,,0.6880779052404018,3726.0,0
Shale,24.148911911977635,,None,0.1282821069493315,,2979.0,0
Shale,18.91344347,96.67211831342732,Anticline,0.6693264127735739,3.748729327226565,2405.0,0
Sandstone,9.268679702,,Anticline,0.4136862637390038,3.2402418673903437,711.0,0
Limestone,21.86609413465024,472.068586461577,None,,,2651.0,0
Limestone,13.906542536559725,510.2327075925781,None,0.0437256954277978,0.8852640182500948,4625.0,0
Shale,,318.79263166590863,Anticline,0.1308304285735524,,1241.0,0
Limestone,10.750039700150213,386.0356786301487,Fault,0.4468154684192543,1.971040774253746,,0
Sandstone,,1.1850101001473654,Dome,0.1348341514522116,0.078118889,2927.0,0
Shale,16.811968614598282,46.659119813948905,None,0.9012659650033024,,,0
Shale,,,None,,,527.0,0
Sandstone,,16.656701514837053,Fault,0.1449920420027052,1.475186989906396,3029.0,0
Sandstone,24.250734674942212,,Dome,0.5953577798139739,1.1938823304632096,,0
Shale,,,Anticline,,,,0
Shale,,623.5097878,Dome,0.3331831554960268,2.2634213608603453,,0
Shale,5.860768825458251,,Anticline,0.9951813258283256,,3592.0,0
Shale,10.247088988328253,963.8114070250213,None,0.3720288893702312,4.178043527291367,,0
Shale,12.27676440575388,215.32568098208324,None,,0.7620601295525287,2271.0,0
Limestone,0.0403881286969109,,Anticline,,2.171005139887197,,0
Limestone,5.482534979623077,,Anticline,0.5910239881953218,0.4354712544772748,,0
Sandstone,,793.2172973179738,None,0.2627899723554192,2.887888299409844,2988.0,0
Limestone,25.948878153456057,617.8452852,Dome,0.3746612995126337,1.641721723267224,,1
Sandstone,21.91241258645378,,Anticline,0.6543582004072221,3.545660277787939,,1
Limestone,29.904231380365623,,Dome,0.069812691,2.8175604205813647,3799.0,0
Shale,,907.7087698,Dome,0.8253151430303431,3.501609843168043,1556.0,0
Sandstone,22.54358833378031,,Anticline,,,3636.0,0
Limestone,21.89311534721044,337.3371604194388,Fault,0.0150226742378746,,,0
Limestone,7.276328297489122,502.7994159440803,None,0.7738257968923308,,898.0,0
Limestone,18.57504132729175,,None,,,,0
Limestone,3.028248766691965,834.5434857927513,Anticline,,2.4894835129143567,,0
Shale,3.087152650260019,,None,0.194236758006649,,1495.0,0
Limestone,21.210458828177725,932.610582959894,Dome,,,,0
Shale,,822.4524367614523,None,,,2912.0,0
Sandstone,,,Anticline,0.3233201037486408,,3673.0,1
Shale,27.04516858353909,185.01233313357292,None,0.4472167398935514,,4499.0,0
Limestone,12.499081122412516,,Anticline,0.9493277785454594,1.0976081786315866,,1
Limestone,,318.8451071522316,Fault,0.5776691702331689,4.907443318308599,1292.0,1
Sandstone,19.64176045495329,249.9253227451241,Fault,0.1903522283603135,1.6450528865370035,,0
Limestone,26.94439334460302,443.0669718478997,None,,3.058360388152102,3642.0,1
Shale,13.358220742941135,,Fault,0.9548830387675504,,957.0,0
Limestone,28.279775308998914,,Dome,0.7153606400498028,0.050867185,,1
Sandstone,12.48654176536048,,Dome,0.037431977,4.629669261865493,,1
Limestone,11.6239939146527,797.3579507,Fault,0.7960367599017643,,749.0,1
Shale,18.06768907131772,512.9622294153975,Anticline,0.040060563,0.3496768219525742,,0
Shale,15.940704952580855,,Dome,,3.317888117043565,,0
Sandstone,,893.9147346734139,Fault,0.9734688964947392,4.871273722881318,2029.0,1
Shale,28.84243621270917,60.27889258,Anticline,0.4874111778902902,1.0148571351219808,4287.0,0
Limestone,21.98100551612421,,Anticline,0.518354791,3.539248743643207,,0
Shale,,,Anticline,0.7899765800618004,0.3092909086255868,4766.0,0
Shale,25.418082298881718,674.7581239121283,Dome,0.5380219631356752,3.832618883022154,2880.0,0
Sandstone,,,Fault,,4.645586094352254,2592.0,0
Limestone,6.447495941601575,,Fault,0.3633234835737514,3.516141166143864,,0
Sandstone,3.875233357293312,,Anticline,0.6941075322306689,3.850428248102416,,1
Shale,29.762242937740687,,Fault,0.9110501507137712,3.868059835990852,2889.0,0
Sandstone,,786.7623874286453,None,0.2740207174024077,,1846.0,0
Limestone,19.44707692146291,994.5645815,Fault,,0.7465059957177056,4844.0,1
Limestone,25.117116546654543,50.98580059832197,Fault,,0.6671027660772089,,0
Sandstone,8.224921130169005,95.07552854898996,Fault,,1.6496091052177242,,0
Limestone,13.503295760550888,471.06739685548456,Anticline,0.5311525659685531,,1646.0,0
Shale,,,None,0.7016563687448438,4.7505187777576925,2557.0,0
Limestone,13.88063495063481,327.9326852243628,None,0.1801933868998743,1.6467475703892431,500.0,1
Limestone,25.743611827533105,470.90119581748166,Dome,,,2875.0,0
Limestone,8.262897109184186,50.74046293452143,Fault,,,,0
Shale,16.459029155837506,331.6319414540899,Anticline,0.4659582342155147,,1854.0,0
Sandstone,18.32580250550551,,Fault,0.3385446476334715,4.087252805220574,,0
Limestone,0.3773343745858615,269.4587419953261,Dome,0.533588939,1.5012955506608885,1995.0,0
Shale,21.179557981524557,968.1900080612888,None,0.022665321,4.297726943921393,4737.0,0
Limestone,0.1877241307941068,678.7408324619986,None,0.4003251833277884,3.740968632175807,2506.0,0
Sandstone,16.784257783690386,,Dome,0.3811908029602469,2.729028820935859,,0
Shale,25.683974970412304,,Dome,0.3174667436325553,0.8966317833729626,4606.0,0
Shale,5.389708975105379,,Anticline,0.0141902999947505,,3167.0,0
Limestone,27.857906445919152,604.5047922496963,None,0.3933504265636626,,4436.0,0
Limestone,26.635137677786403,404.18588129438245,Fault,0.4406536869274413,3.7942396176027353,,0
Sandstone,,,Dome,,2.182172207473736,3213.0,0
Sandstone,10.687496838113402,528.8237704286847,Fault,,0.001006991,,0
Shale,3.222429763086656,,Dome,0.4572963999545204,0.05061279270057,,1
Sandstone,,931.1893314914072,None,,2.919716969968821,,0
Limestone,0.9516747544809344,80.57618508995607,Fault,0.2180921284064658,0.2498098233591994,754.0,0
Sandstone,5.940090909226605,381.88445336995824,Anticline,,,,0
Limestone,20.46459484684905,,Anticline,,3.2109302801739807,4541.0,1
Shale,6.955238751441794,838.8658200093257,Anticline,0.092947466,3.803805937919313,,0
Sandstone,29.394106061428143,312.80734587386536,Fault,0.1370744426854728,3.1957767282514493,2705.0,0
Shale,13.216174796189842,210.56563836532905,None,0.9577446331172504,,3543.0,0
Sandstone,23.45186967014278,,Fault,0.3526165997261374,,,0
Limestone,0.4360240579797203,363.9838862313796,Dome,,1.258483995780808,,1
Limestone,21.57058329488673,335.77475017690705,Fault,0.7050769619293124,2.273470824627821,,1
Sandstone,8.614942953916723,,Dome,0.9522739596286872,,1338.0,1
Shale,10.255418564942762,843.7433586479466,Dome,,4.945749553333362,3338.0,1
Shale,22.04285434066033,330.6393446307489,Anticline,0.004275202,,,0
Sandstone,13.288530322437982,,Anticline,0.3712857564334544,,,0
Shale,,,Anticline,0.4323379441876859,1.7285784723810864,1796.0,0
Shale,,642.6666468352272,Dome,0.3624122522268806,4.005263873864143,,0
Limestone,,,Dome,0.6904297570595925,,,1
Sandstone,3.3276069262441954,307.1052556865926,Fault,,3.426649292286608,,0
Limestone,1.626352326179792,,None,,2.817027691269539,,0
Shale,15.418663400721242,645.3648056760758,None,,,2892.0,0
Sandstone,,,None,0.1436027256547114,,3924.0,0
Sandstone,,,Dome,,1.661271591,,0
Sandstone,18.19984589327603,225.53938063058075,Dome,0.2554113759827081,1.7729334622020154,1409.0,1
Limestone,8.331572620525314,27.575961032967317,None,0.9204410364836187,1.807759632680665,4558.0,0
Limestone,,468.5173807,Fault,0.4803975881875302,0.9306503305419228,,0
Sandstone,14.027668454963004,650.4504520979033,Anticline,,1.164625041835583,4542.0,0
Shale,,246.74660747118295,Fault,,4.415927893503314,2220.0,0
Sandstone,9.207932189436978,,Dome,0.4924706226322353,,878.0,0
Shale,10.505960430696572,212.07375253236785,Fault,0.7850980089510253,0.3824488662706599,2444.0,1
Limestone,23.113416632219693,99.43872990057297,Dome,0.6967410002096508,3.830681480070763,3980.0,1
Sandstone,4.767743005325147,686.3870822672968,Anticline,0.5984861064260061,2.239501607859772,,1
Shale,,,Dome,0.2200099780619718,4.570338472354937,3328.0,0
Sandstone,25.31265131961881,,Dome,,,3048.0,0
Sandstone,8.415834655662028,,Dome,,3.1248501917867184,2945.0,1
Sandstone,6.156602618822155,,None,,0.8060764937984655,2622.0,0
Shale,7.529616189482122,,None,0.485611658494485,,887.0,0
Shale,22.92767022072424,704.3369523,None,,3.890318125296168,3979.0,0
Shale,,500.4772876974561,Fault,0.449953786,2.3784197689148017,,0
Sandstone,18.054790458991437,,Anticline,,4.577134528378098,,1
Sandstone,,409.40507618333686,Dome,0.2909037201689264,1.8152754294238376,,0
Shale,17.129747139779354,566.0665606001357,Anticline,0.8741703216759925,0.8769325204367268,,0
Sandstone,21.041498566790704,,Dome,0.6253971931668133,,,1
Sandstone,12.03757749611184,,Dome,0.2147793993147839,1.8898136010965327,,0
Limestone,17.078938024043858,600.5403427302134,Dome,0.7050816308353353,3.758709397529715,,1
Shale,14.032460261239908,899.2461431565714,Anticline,0.8550607297172208,3.842006113118668,2540.0,0
Shale,24.74420843939492,,Anticline,,2.420265595761036,667.0,1
Shale,4.556585170098908,421.7147204,Dome,0.6765833704198766,0.809434117,,1
Shale,18.88885034815778,75.58698300057884,Fault,0.6802464906985235,1.7322468884433322,3186.0,0
Shale,25.627741846618186,862.0821474894102,Dome,0.989541757120082,,3724.0,0
Limestone,,294.06272391399364,Fault,,,,0
Shale,18.57717096160745,186.22640600934704,Anticline,,3.440865160133415,870.0,0
Limestone,15.017426683448962,,None,,,,1
Limestone,11.346735457300344,218.00687505193036,Anticline,0.1452761169538045,4.144072093558999,3838.0,0
Limestone,17.16515885351309,710.3193183275538,None,0.2094145895952853,4.755909054248523,,0
Shale,,196.51204388714905,Dome,0.2462047685087816,,1640.0,0
Limestone,,802.9629058,Fault,,0.0433962079793759,,0
Shale,3.1013402160587966,,None,0.331053678518681,,1894.0,0
Sandstone,,175.2721196247516,Fault,,1.8648310637293848,4632.0,0
Limestone,,,Anticline,0.1538265767235525,,2457.0,1
Limestone,3.1965374164833893,,Fault,0.169067061,3.8751871327159697,3744.0,0
Sandstone,24.713021873973688,,Fault,0.4583991069451001,,974.0,0
Sandstone,6.531375389344546,,Anticline,,2.051891877,4443.0,0
Sandstone,2.021306145657772,671.0323710717479,Fault,0.5429424057977258,1.3584493533344533,670.0,0
Shale,20.08070952722245,234.30826012444197,Dome,0.3307391435659652,2.1815281547858216,,0
Limestone,29.73169526217261,,Dome,,1.4192912457208768,,1
Limestone,3.696977271489745,804.8370556373426,Dome,0.2889378505717169,4.183195087034832,,0
Sandstone,,831.9922942675975,None,,1.6788444960589537,3577.0,0
Limestone,0.2863005920167993,,Fault,0.8078933569345047,,1832.0,1
Limestone,,,Fault,0.9839775774078608,4.111948157875426,3273.0,0
Limestone,3.756900768862402,254.6590117453581,None,,0.8376677548633726,,0
Shale,15.735017226569294,819.3110913394403,None,0.7887494790012712,,4713.0,0
Sandstone,,,Dome,,0.7787657029596989,,1
Shale,,353.0835055850484,Dome,,,1318.0,0
Limestone,8.721669228619952,,Anticline,,3.4079166005375967,4642.0,0
Sandstone,22.612022112840137,,Dome,0.8014432687281142,4.320941812774178,3640.0,1
Sandstone,20.451745512370263,,Anticline,0.6874153330188532,0.4405927226390205,,1
Sandstone,9.38139885424374,,Fault,0.4165345061206146,2.432502070513568,3145.0,0
Shale,13.571002776197108,,Dome,0.2093481159678516,,,0
Sandstone,,,Fault,0.5531767061367565,1.0400190521265058,,0
Limestone,14.359346116515743,908.7021270618058,Dome,0.7836074487998993,3.863743942499193,3344.0,1
Shale,18.22415261725708,,Anticline,0.4593452030587438,,4089.0,0
Limestone,17.233102676166173,,Dome,,4.022709005061478,,0
Limestone,,,None,0.1413149734027567,1.3929152364957542,3207.0,0
Shale,19.476863386228903,850.3422077950588,Anticline,,,2916.0,1
Limestone,23.55020508624786,993.3927259166404,Fault,0.1335289733121401,,,0
Shale,26.86932459191505,,Dome,0.9110212987647948,3.855681356002359,934.0,1
Shale,,672.2201236207362,Dome,0.5472927643469817,2.5954962088109186,,0
Sandstone,,,None,,,1583.0,0
Limestone,,261.25692799053303,None,0.2352049930977313,,1476.0,0
Shale,21.397076042500103,177.94433614481707,None,0.8628000341287271,,,0
Sandstone,3.1619080448742007,683.7052445,Anticline,,,,0
Limestone,23.39964980731633,452.8222377768498,None,0.6329886141924184,3.8825270873333535,1457.0,0
Shale,28.88873983945889,697.2962408367299,Fault,0.3908005534601052,3.8020837189826375,1346.0,0
Sandstone,8.594212132337509,624.9726542686342,Dome,0.6101948316486301,1.7842757656897834,726.0,1
Shale,6.731075271,374.7066665409151,None,0.6615192818109894,,,0
Sandstone,20.04009752229042,,Fault,,4.942435725169205,1606.0,1
Shale,24.202726913673786,,Anticline,0.7050212594968588,2.726003675767817,4828.0,0
Shale,9.486453676899902,,Anticline,0.8050721608281025,4.700046630936631,2802.0,0
Shale,8.006978642963155,167.87312345639836,Fault,0.9055425836495654,1.897484165568069,3518.0,0
Shale,4.568707412029658,701.7891249138338,Dome,0.8132842131676772,3.471976316711493,,0
Shale,26.95065825502996,311.8824088664755,Anticline,,,1265.0,0
Limestone,4.060663049198522,677.7893021655275,Fault,0.2050813577663749,1.8282808730592808,1589.0,0
Sandstone,,542.0538673355446,None,0.4550016185279725,2.4672949686097025,,0
Sandstone,,214.68184063841696,None,0.1868807120505552,0.1994259074316601,3121.0,0
Shale,5.227302049361386,357.265177,Anticline,0.174555495356965,2.1700570565531443,,0
Shale,20.47957815132597,,None,0.0508326642133486,2.050312242392853,,0
Limestone,3.071012537496279,,None,,0.8861763707014619,4421.0,0
Shale,,,None,0.1330040209876578,4.4532015876560935,4321.0,0
Sandstone,,914.5259293842932,Dome,0.2214519404267094,4.226558906650523,3467.0,0
Limestone,14.77205277613007,250.43070759253067,Fault,0.222043776,3.047779709598801,3528.0,0
Shale,28.66918385170265,616.6784180180538,Dome,,0.8593321724696235,1320.0,0
Shale,,,Dome,0.2494512669524323,3.0889602110454994,4899.0,1
Sandstone,17.99313944911494,436.8651224091846,Anticline,,4.784399727719853,,0
Limestone,3.788134113231956,534.3945120586019,Fault,,3.346289418536834,4802.0,1
Shale,9.673494291,,Anticline,,4.611407055974086,,0
Shale,20.52985951,339.8344463822418,Dome,0.901267581,1.0703971072813403,,0
Limestone,,,None,,,1036.0,0
Sandstone,11.797844552976455,,Dome,,1.1168194044316826,2728.0,1
Sandstone,18.410495631862307,,None,,0.4043630192375014,,0
Sandstone,26.51286046374096,582.1988303147955,Fault,,1.7290563851691123,,0
Shale,14.870723106861416,576.9873994591842,Anticline,0.3377349354815543,,,0
Sandstone,,13.050455304578351,Anticline,,,769.0,0
Sandstone,11.63502808713283,122.34330613622036,Dome,0.8595595326534653,,3608.0,1
Sandstone,,381.5042369866597,Fault,0.0511595141962712,1.8483298874709213,4308.0,1
Limestone,,954.6951461927464,Fault,0.5098774739540961,,4646.0,0
Shale,,,Fault,0.6088861831192705,3.1466755742602865,,0
Shale,,155.66093911686357,Fault,0.7243820515166337,1.2035577943637716,,0
Shale,28.015978285387465,,Fault,,,1023.0,0
Limestone,,117.28391751254549,Anticline,0.6452679472473328,4.426283738993217,2866.0,0
Shale,22.440482300982072,,Fault,0.4413241709850946,3.785665958591861,1512.0,0
